feature,feature_name,max_abs_weight_score
F8478,feature_8478,0.1449102908372879
F8292,feature_8292,0.14221596717834473
F3039,feature_3039,0.13397499918937683
F461,feature_461,0.13276836276054382
F15252,feature_15252,0.13066793978214264
F9989,feature_9989,0.13044355809688568
F15787,feature_15787,0.1299961805343628
F5945,feature_5945,0.1293221265077591
F6248,feature_6248,0.1290745586156845
F4119,feature_4119,0.12885983288288116
F10665,feature_10665,0.12818877398967743
F921,feature_921,0.1279115229845047
F18787,feature_18787,0.12759645283222198
F2797,feature_2797,0.12691912055015564
F3204,feature_3204,0.12592996656894684
F3329,feature_3329,0.12566187977790833
F1982,feature_1982,0.12536504864692688
F9088,feature_9088,0.12532752752304077
F12078,feature_12078,0.12435584515333176
F5012,feature_5012,0.12409660965204239
F19673,feature_19673,0.12409108877182007
F5660,feature_5660,0.12387523800134659
F15728,feature_15728,0.12378862500190735
F1414,feature_1414,0.12370678037405014
F1742,feature_1742,0.1236693412065506
F999,feature_999,0.12340729683637619
F10424,feature_10424,0.12335891276597977
F13497,feature_13497,0.12316571921110153
F5201,feature_5201,0.12256210297346115
F17638,feature_17638,0.12235377728939056
F16284,feature_16284,0.12192988395690918
F14198,feature_14198,0.12158145755529404
F14673,feature_14673,0.12150195986032486
F7942,feature_7942,0.12148071825504303
F17021,feature_17021,0.12120714038610458
F8437,feature_8437,0.12049569189548492
F2745,feature_2745,0.12029241770505905
F17055,feature_17055,0.11999485641717911
F1587,feature_1587,0.11984895914793015
F14109,feature_14109,0.11960626393556595
F17470,feature_17470,0.11933980137109756
F4172,feature_4172,0.1191401332616806
F9486,feature_9486,0.11904799938201904
F7952,feature_7952,0.11896318197250366
F1510,feature_1510,0.11895640194416046
F6970,feature_6970,0.11885162442922592
F14038,feature_14038,0.11844383925199509
F5595,feature_5595,0.11842139810323715
F6637,feature_6637,0.11802701652050018
F10080,feature_10080,0.11789640784263611
F3350,feature_3350,0.11755122989416122
F467,feature_467,0.11744070798158646
F14661,feature_14661,0.11736826598644257
F16150,feature_16150,0.11732447892427444
F7591,feature_7591,0.11727895587682724
F8661,feature_8661,0.11707556992769241
F8953,feature_8953,0.11679547280073166
F7868,feature_7868,0.11655343323945999
F19601,feature_19601,0.11638428270816803
F5189,feature_5189,0.11632965505123138
F7321,feature_7321,0.11622558534145355
F1021,feature_1021,0.11616500467061996
