epoch,loss,val_loss
1,1.0675030946731567,0.8964139819145203
2,1.0151560306549072,0.8940592408180237
3,1.0104572772979736,0.8912855386734009
4,1.004366159439087,0.8830600380897522
5,0.9857436418533325,0.8533973097801208
6,0.9374754428863525,0.8006685376167297
7,0.8893675804138184,0.7701308727264404
8,0.8636711239814758,0.7583404183387756
9,0.8509422540664673,0.7518696784973145
10,0.8416447043418884,0.7455028891563416
11,0.8311880230903625,0.7370888590812683
12,0.8195559978485107,0.7248570322990417
13,0.8055798411369324,0.7084165811538696
14,0.7882717251777649,0.6906908750534058
15,0.769022524356842,0.6727584600448608
16,0.7503111362457275,0.6548453569412231
17,0.7341386079788208,0.6401550769805908
18,0.7222930192947388,0.6308985352516174
19,0.7139899730682373,0.6249942183494568
20,0.7080401182174683,0.6212220191955566
21,0.7036035060882568,0.6186081171035767
22,0.7001272439956665,0.6165117025375366
23,0.6972495913505554,0.6146052479743958
24,0.6947835087776184,0.6128592491149902
25,0.692640483379364,0.6112553477287292
26,0.6907272934913635,0.6096850633621216
27,0.6889428496360779,0.6079937815666199
28,0.6871825456619263,0.6060046553611755
29,0.6854215264320374,0.6038818955421448
30,0.6835762858390808,0.6017525792121887
31,0.6815596222877502,0.5995854139328003
32,0.6794425249099731,0.5974568128585815
33,0.6772985458374023,0.5954623818397522
34,0.6752128601074219,0.5936538577079773
35,0.6732412576675415,0.5920037031173706
36,0.6714061498641968,0.5904510021209717
37,0.6697022318840027,0.5889418721199036
38,0.6681124567985535,0.5874344706535339
39,0.6666133403778076,0.5858915448188782
40,0.6651824116706848,0.5842829346656799
41,0.6638001799583435,0.5826032757759094
42,0.6624565720558167,0.5808760523796082
43,0.6611542105674744,0.5791254043579102
44,0.6598960757255554,0.577383816242218
45,0.6586817502975464,0.5757126212120056
46,0.6575137972831726,0.5741608738899231
47,0.6563934683799744,0.5727317929267883
48,0.6553174257278442,0.5714090466499329
49,0.654279887676239,0.5701767802238464
50,0.6532765030860901,0.5690200328826904
