run,feature_percent,selected_feature_count,test_accuracy,test_precision,test_recall,test_f1,average_precision,roc_auc,classifier_model,classifier_class_weight,classifier_sampling,split_seed,method,encoded_dataset,encoded_source_feature_percent,encoded_active_feature_percent,elapsed_seconds
1,30.0,9,0.9298245614035088,0.9473684210526315,0.8571428571428571,0.9,0.981342932429889,0.988095238095238,neural,none,none,42,FeatureRank,False,,,9.383909541065805
