run,feature_percent,selected_feature_count,test_accuracy,test_precision,test_recall,test_f1,average_precision,roc_auc,classifier_model,classifier_class_weight,classifier_sampling,split_seed,method,encoded_dataset,encoded_source_feature_percent,encoded_active_feature_percent,elapsed_seconds
1,10.0,3,0.6666666666666666,0.5833333333333334,0.3333333333333333,0.42424242424242425,0.529334016913245,0.6785714285714285,neural,none,none,42,FeatureRank,False,,,9.735863666981459
