run,feature_percent,selected_feature_count,test_accuracy,test_precision,test_recall,test_f1,average_precision,roc_auc,classifier_model,classifier_class_weight,classifier_sampling,split_seed,method,encoded_dataset,encoded_source_feature_percent,encoded_active_feature_percent,elapsed_seconds
1,70.0,21,0.9473684210526315,1.0,0.8571428571428571,0.9230769230769231,1.0,1.0,neural,none,none,42,FeatureRank,False,,,9.547527416027151
