epoch,average_accuracy,average_val_accuracy,average_loss,average_val_loss
1,0.5537414848804474,0.939393937587738,0.6965128580729166,0.5084112783273061
2,0.9333333174387614,0.939393937587738,0.4044995903968811,0.3171445826689402
3,0.9333333174387614,0.939393937587738,0.2884738743305206,0.2519879688819249
