class_label,epoch,accuracy,loss
1,1,0.8196721076965332,0.5956904292106628
1,2,0.8196721076965332,0.5277305245399475
1,3,0.8196721076965332,0.4916282594203949
1,4,0.8196721076965332,0.4725744128227234
1,5,0.8196721076965332,0.4680444300174713
1,6,0.8196721076965332,0.4652928113937378
1,7,0.8196721076965332,0.4640723764896393
1,8,0.8196721076965332,0.4630363583564758
1,9,0.8196721076965332,0.4619927704334259
1,10,0.8196721076965332,0.458862155675888
1,11,0.8196721076965332,0.45754075050354
1,12,0.8196721076965332,0.4556840360164642
1,13,0.8196721076965332,0.4538255929946899
1,14,0.8196721076965332,0.4520346224308014
1,15,0.8196721076965332,0.4513884782791137
1,16,0.8196721076965332,0.4502553343772888
1,17,0.8196721076965332,0.4498258233070373
1,18,0.8196721076965332,0.4474914371967315
1,19,0.8196721076965332,0.4478991031646728
1,20,0.8196721076965332,0.4448155164718628
1,21,0.8196721076965332,0.4458189606666565
1,22,0.8196721076965332,0.4451646506786346
1,23,0.8196721076965332,0.4428797662258148
1,24,0.8196721076965332,0.442857027053833
1,25,0.8196721076965332,0.4421775043010711
1,26,0.8196721076965332,0.4417091608047485
1,27,0.8196721076965332,0.4407415688037872
1,28,0.8196721076965332,0.4404647648334503
1,29,0.8196721076965332,0.439511626958847
1,30,0.8196721076965332,0.439820796251297
1,31,0.8196721076965332,0.4390011429786682
1,32,0.8196721076965332,0.4382883608341217
1,33,0.8196721076965332,0.4378323853015899
1,34,0.8196721076965332,0.4385860562324524
1,35,0.8196721076965332,0.4365073442459106
1,36,0.8196721076965332,0.4372157752513885
1,37,0.8196721076965332,0.4370565116405487
1,38,0.8196721076965332,0.4358056187629699
1,39,0.8196721076965332,0.4351773262023926
1,40,0.8196721076965332,0.4369311332702636
1,41,0.8196721076965332,0.4352755546569824
1,42,0.8196721076965332,0.4339578449726105
1,43,0.8196721076965332,0.4331732094287872
1,44,0.8196721076965332,0.4328031241893768
1,45,0.8196721076965332,0.4327884018421173
1,46,0.8196721076965332,0.4331419765949249
1,47,0.8196721076965332,0.4324811995029449
1,48,0.8196721076965332,0.4327575862407684
1,49,0.8196721076965332,0.4329345226287842
1,50,0.8196721076965332,0.4311223328113556
