epoch,loss
1,1.1616500616073608
2,1.044655203819275
3,1.0083283185958862
4,0.998531699180603
5,0.9932221174240112
6,0.9908903241157532
7,0.9886283874511719
8,0.9871588945388794
9,0.9859439730644226
10,0.9845677018165588
11,0.9832904934883118
12,0.981815755367279
13,0.9803365468978882
14,0.9786639213562012
15,0.9766525626182556
16,0.9744910001754761
17,0.9717541337013245
18,0.9678031802177429
19,0.9619980454444885
20,0.9547381401062012
21,0.9465012550354004
22,0.9375550150871277
23,0.9290037155151367
24,0.9199205636978149
25,0.9121540784835815
26,0.9052361845970154
27,0.8993962407112122
28,0.8943032026290894
29,0.8900085687637329
30,0.8865377306938171
31,0.8831726908683777
32,0.8804859519004822
33,0.87795490026474
34,0.8754733204841614
35,0.873428463935852
36,0.8708951473236084
37,0.8691744208335876
38,0.8677252531051636
39,0.8665221333503723
40,0.865074634552002
41,0.8635019659996033
42,0.8621726036071777
43,0.8615355491638184
44,0.8602281808853149
45,0.8593062162399292
46,0.8583369255065918
47,0.8575559854507446
48,0.8563697338104248
49,0.8557217121124268
50,0.8548980951309204
