feature,feature_name,max_abs_weight_score
F77,feature_77,0.5865182876586914
F45,feature_45,0.574098527431488
F13,feature_13,0.5715455412864685
F43,feature_43,0.5185914635658264
F71,feature_71,0.5044927597045898
F54,feature_54,0.5020690560340881
F33,feature_33,0.5006888508796692
F55,feature_55,0.48834580183029175
F69,feature_69,0.482883095741272
F6,feature_6,0.47310328483581543
F58,feature_58,0.4679299294948578
F16,feature_16,0.46526068449020386
F73,feature_73,0.463608980178833
F63,feature_63,0.46145305037498474
F22,feature_22,0.45969057083129883
F75,feature_75,0.4564208388328552
F64,feature_64,0.45605817437171936
F47,feature_47,0.4507458806037903
F23,feature_23,0.4468762278556824
F12,feature_12,0.44381940364837646
F59,feature_59,0.44296398758888245
F61,feature_61,0.4381890594959259
F68,feature_68,0.4380520284175873
F8,feature_8,0.4352966845035553
F40,feature_40,0.4307238459587097
F66,feature_66,0.42469319701194763
F29,feature_29,0.42169517278671265
F72,feature_72,0.4162851870059967
F50,feature_50,0.40904849767684937
F42,feature_42,0.3925430476665497
F18,feature_18,0.3817943036556244
F62,feature_62,0.3810846507549286
F67,feature_67,0.37958860397338867
F30,feature_30,0.37289416790008545
F28,feature_28,0.37030231952667236
F19,feature_19,0.3696296811103821
F38,feature_38,0.3687240183353424
F65,feature_65,0.3612469434738159
F48,feature_48,0.3605624735355377
F44,feature_44,0.36021849513053894
F60,feature_60,0.35504135489463806
F14,feature_14,0.35492315888404846
F36,feature_36,0.35337865352630615
F46,feature_46,0.35018420219421387
F11,feature_11,0.3491237163543701
F41,feature_41,0.347451388835907
F4,feature_4,0.34366175532341003
F32,feature_32,0.34144994616508484
F31,feature_31,0.3407023847103119
F25,feature_25,0.33768099546432495
F56,feature_56,0.33658337593078613
F49,feature_49,0.3322991728782654
F5,feature_5,0.3293798863887787
F76,feature_76,0.32862749695777893
F37,feature_37,0.3235251307487488
F3,feature_3,0.32063743472099304
F34,feature_34,0.31016606092453003
F35,feature_35,0.30980533361434937
F9,feature_9,0.30979281663894653
F39,feature_39,0.30613505840301514
F24,feature_24,0.30478009581565857
F70,feature_70,0.30466631054878235
