epoch,accuracy,val_accuracy,loss,val_loss
1,0.6858024835586548,0.8333333253860473,0.5905341148376465,0.5021088063716889
2,0.840123462677002,0.8666666626930237,0.446462070941925,0.3891205072402954
3,0.8780864238739013,0.8805555582046509,0.3390526324510574,0.3099411249160766
4,0.8652263283729553,0.8425925970077515,0.3268527736266454,0.3386482348044713
5,0.8791152238845825,0.8425925970077515,0.29315244903167087,0.32000146557887393
6,0.945216029882431,0.9305555522441864,0.15458860062062735,0.188727144151926
7,0.9027777910232544,0.8888888955116272,0.2587909400463104,0.3182424902915954
