epoch,loss,val_loss
1,1.1054716110229492,1.0536839962005615
2,1.0034202337265015,1.024086594581604
3,0.9853002429008484,1.0134460926055908
4,0.9766281247138977,1.0054141283035278
5,0.9694647192955017,0.9976819157600403
6,0.9626861214637756,0.9901912808418274
7,0.956213653087616,0.9829393029212952
8,0.9500195384025574,0.9760611653327942
9,0.9441351890563965,0.9695096015930176
10,0.9385250806808472,0.9632944464683533
11,0.9330784678459167,0.9572061896324158
12,0.9276195168495178,0.951095700263977
13,0.9221446514129639,0.9448531866073608
14,0.9166465997695923,0.9384914636611938
15,0.9112010598182678,0.9325066208839417
16,0.9060580730438232,0.9271361827850342
17,0.9013197422027588,0.9224220514297485
18,0.8970641493797302,0.9182803630828857
19,0.893134355545044,0.9147652387619019
20,0.8897887468338013,0.9115365743637085
21,0.8867891430854797,0.9087540507316589
22,0.8840150237083435,0.9061983227729797
23,0.881301760673523,0.9037824869155884
24,0.8786250352859497,0.900641918182373
25,0.8757671117782593,0.8975093960762024
26,0.8726476430892944,0.8938744068145752
27,0.8690078258514404,0.8895102143287659
28,0.864582359790802,0.8839743137359619
29,0.8590162396430969,0.8771460652351379
30,0.8521717190742493,0.8683628439903259
31,0.8442102074623108,0.8583389520645142
32,0.8355233669281006,0.8478755354881287
33,0.8272408843040466,0.8386964201927185
34,0.820181131362915,0.8307787775993347
35,0.8145519495010376,0.824893057346344
36,0.8102244138717651,0.820367157459259
37,0.8067887425422668,0.8166345953941345
38,0.8038795590400696,0.8137036561965942
39,0.8014103770256042,0.8112665414810181
40,0.7992750406265259,0.8093485236167908
41,0.7973962426185608,0.8073789477348328
42,0.795603334903717,0.8061822652816772
43,0.7938860654830933,0.804739773273468
44,0.7921887636184692,0.8028448820114136
45,0.790546715259552,0.8015090227127075
46,0.7891671657562256,0.8001805543899536
47,0.7878391146659851,0.7988426089286804
48,0.786809504032135,0.7979398369789124
49,0.7856587767601013,0.7969911694526672
50,0.7847314476966858,0.7963206171989441
