epoch,accuracy,loss,val_accuracy,val_loss
1,0.6122449040412903,0.638175368309021,0.9454545378684998,0.5147009491920471
2,0.9448979496955872,0.4108457565307617,0.9454545378684998,0.38243886828422546
3,0.9448979496955872,0.29932430386543274,0.9454545378684998,0.30259209871292114
4,0.9448979496955872,0.2476358562707901,0.9454545378684998,0.27627068758010864
5,0.9448979496955872,0.2351119965314865,0.9454545378684998,0.26668882369995117
6,0.9448979496955872,0.23069795966148376,0.9454545378684998,0.25901487469673157
7,0.9448979496955872,0.22706493735313416,0.9454545378684998,0.25168275833129883
8,0.9448979496955872,0.22347888350486755,0.9454545378684998,0.24448858201503754
9,0.9448979496955872,0.2196170687675476,0.9454545378684998,0.23769159615039825
10,0.9448979496955872,0.21529725193977356,0.9454545378684998,0.22836388647556305
11,0.9448979496955872,0.2093506157398224,0.9454545378684998,0.2174670249223709
12,0.9448979496955872,0.20348577201366425,0.9454545378684998,0.20783434808254242
13,0.9448979496955872,0.1973012536764145,0.9454545378684998,0.19531531631946564
14,0.9448979496955872,0.1901155263185501,0.9454545378684998,0.18339285254478455
15,0.9448979496955872,0.18320026993751526,0.9454545378684998,0.1727217435836792
16,0.9448979496955872,0.17619337141513824,0.9454545378684998,0.1621406525373459
17,0.9448979496955872,0.1692354381084442,0.9454545378684998,0.15112319588661194
18,0.9448979496955872,0.16264274716377258,0.9454545378684998,0.1407233625650406
19,0.9448979496955872,0.15714292228221893,0.9454545378684998,0.13204041123390198
20,0.9448979496955872,0.15230733156204224,0.9454545378684998,0.12418852001428604
21,0.9448979496955872,0.14763280749320984,0.9454545378684998,0.11695672571659088
22,0.9469387531280518,0.14345170557498932,0.9454545378684998,0.110510915517807
23,0.9510204195976257,0.13958731293678284,0.9454545378684998,0.10455106943845749
24,0.9571428298950195,0.13604001700878143,0.9454545378684998,0.09866223484277725
25,0.9571428298950195,0.13291560113430023,0.9636363387107849,0.09411199390888214
26,0.9571428298950195,0.1298743337392807,0.9636363387107849,0.08873361349105835
27,0.9612244963645935,0.12739785015583038,0.9636363387107849,0.08627413958311081
28,0.9632652997970581,0.12497356534004211,0.9636363387107849,0.08261698484420776
29,0.9632652997970581,0.12281718850135803,0.9636363387107849,0.07894786447286606
30,0.9653061032295227,0.12094704061746597,0.9636363387107849,0.07686475664377213
31,0.9653061032295227,0.11911484599113464,0.9636363387107849,0.07427500188350677
32,0.9653061032295227,0.11742023378610611,0.9636363387107849,0.07327169179916382
33,0.9653061032295227,0.11581137031316757,0.9636363387107849,0.0705583468079567
34,0.9653061032295227,0.11460518091917038,0.9636363387107849,0.0691024586558342
35,0.9653061032295227,0.1132601723074913,0.9636363387107849,0.06674175709486008
36,0.9653061032295227,0.11233321577310562,0.9636363387107849,0.06586230546236038
37,0.9653061032295227,0.11120149493217468,0.9636363387107849,0.06432089954614639
38,0.9653061032295227,0.11044058948755264,0.9636363387107849,0.06394470483064651
39,0.9653061032295227,0.10957793891429901,0.9636363387107849,0.06340017169713974
40,0.9653061032295227,0.10874674469232559,0.9636363387107849,0.0621948167681694
41,0.9653061032295227,0.1080407127737999,0.9818181991577148,0.06082712486386299
42,0.9653061032295227,0.1075766459107399,0.9818181991577148,0.0606534518301487
43,0.9653061032295227,0.10684988647699356,0.9818181991577148,0.06000238656997681
44,0.9653061032295227,0.1062564104795456,0.9818181991577148,0.059081293642520905
45,0.9653061032295227,0.1059594377875328,0.9818181991577148,0.058620866388082504
46,0.9653061032295227,0.1053738221526146,0.9818181991577148,0.05820152536034584
47,0.9653061032295227,0.10498742014169693,0.9818181991577148,0.05723283439874649
48,0.9673469662666321,0.10455887019634247,0.9818181991577148,0.05664323642849922
49,0.9673469662666321,0.10416065901517868,0.9818181991577148,0.05621795728802681
50,0.9673469662666321,0.10407955944538116,0.9818181991577148,0.056429751217365265
