epoch,loss,val_loss
1,1.0933668613433838,1.0456273555755615
2,1.0019794702529907,1.0311682224273682
3,0.9942597150802612,1.022727608680725
4,0.9830079674720764,1.0067843198776245
5,0.9562807679176331,0.9724603891372681
6,0.9123906493186951,0.9274651408195496
7,0.8724144101142883,0.8964249491691589
8,0.8473713397979736,0.8762929439544678
9,0.83014315366745,0.8621131777763367
10,0.8176138401031494,0.8525280356407166
11,0.8062347769737244,0.8422658443450928
12,0.7923151850700378,0.8303564190864563
13,0.7799792885780334,0.8215481638908386
14,0.7712982892990112,0.8147050738334656
15,0.7647097110748291,0.8088986873626709
16,0.7590702772140503,0.8035094738006592
17,0.7536511421203613,0.7980573773384094
18,0.7479177713394165,0.7921382188796997
19,0.7414339780807495,0.7854143977165222
20,0.7339608669281006,0.7777800559997559
21,0.7257051467895508,0.769722044467926
22,0.7175257205963135,0.7622321248054504
23,0.710451602935791,0.7559575438499451
24,0.704818606376648,0.7508531808853149
25,0.7003990411758423,0.7466384768486023
26,0.6968386173248291,0.7430363297462463
27,0.6938516497612,0.7398577928543091
28,0.6912450790405273,0.7369370460510254
29,0.6888278722763062,0.7340657711029053
30,0.6863662004470825,0.731030285358429
31,0.6836302876472473,0.7275514602661133
32,0.6803734302520752,0.7228543758392334
33,0.6766185760498047,0.7177636027336121
34,0.6729373931884766,0.7136772871017456
35,0.6694067716598511,0.7099910378456116
36,0.666047215461731,0.7068809270858765
37,0.6629365086555481,0.7042744755744934
38,0.6600795984268188,0.7019169330596924
39,0.6575344204902649,0.699721097946167
40,0.6553617715835571,0.6977277994155884
41,0.6535426378250122,0.6959690451622009
42,0.6520065069198608,0.6944305300712585
43,0.6506810784339905,0.6930750012397766
44,0.6495089530944824,0.6918624639511108
45,0.6484472155570984,0.6907583475112915
46,0.6474643349647522,0.689734697341919
47,0.6465364694595337,0.6887692809104919
48,0.645645022392273,0.6878448724746704
49,0.6447761058807373,0.686948299407959
50,0.6439184546470642,0.6860700845718384
