epoch,average_accuracy,average_val_accuracy,average_loss,average_val_loss
1,0.843478262424469,0.8846153616905212,0.5908482670783997,0.5383812189102173
2,0.854347825050354,0.9230769276618958,0.5108758211135864,0.4450503885746002
3,0.91304349899292,0.9807692170143129,0.4145149290561676,0.3229958415031433
4,0.93478262424469,0.9807692170143129,0.3091835677623749,0.2233674675226211
5,0.928260862827301,0.9807692170143129,0.2413767278194427,0.1637584567070007
