epoch,average_accuracy,average_val_accuracy,average_loss,average_val_loss
1,0.936956524848938,0.942307710647583,0.5646992325782776,0.4787649512290954
2,0.9434782862663268,0.9807692170143129,0.4375708997249603,0.3517842888832092
3,0.9521738886833192,0.9807692170143129,0.3255137205123901,0.2353814393281936
4,0.945652186870575,0.9807692170143129,0.2399047464132309,0.1622725129127502
