epoch,loss
1,1.1984083652496338
2,1.0741150379180908
3,1.0324584245681763
4,1.0210462808609009
5,1.0161027908325195
6,1.01350998878479
7,1.0119376182556152
8,1.0106079578399658
9,1.0091413259506226
10,1.0076342821121216
11,1.005843162536621
12,1.004076600074768
13,1.0020840167999268
14,0.9998456239700317
15,0.9975765943527222
16,0.9948993921279907
17,0.9913661479949951
18,0.9869404435157776
19,0.982573926448822
20,0.9773282408714294
21,0.9718491435050964
22,0.9646785259246826
23,0.9576854109764099
24,0.9511466026306152
25,0.9443027377128601
26,0.9377506971359253
27,0.9322542548179626
28,0.9273072481155396
29,0.9226382970809937
30,0.918876588344574
31,0.9149678349494934
32,0.9116194844245911
33,0.9088629484176636
34,0.906510591506958
35,0.9043822288513184
36,0.9023687839508057
37,0.9002535939216614
38,0.8986676931381226
39,0.8970082998275757
40,0.8954821228981018
41,0.8939211964607239
42,0.8926323652267456
43,0.8914071917533875
44,0.8902332782745361
45,0.8890431523323059
46,0.8879846930503845
47,0.8867377638816833
48,0.885764479637146
49,0.8847380876541138
50,0.8836385011672974
