epoch,loss
1,1.2091224193572998
2,1.0713156461715698
3,1.0265380144119263
4,1.010485053062439
5,1.004909873008728
6,1.0016379356384277
7,1.000002145767212
8,0.9982536435127258
9,0.9971455931663513
10,0.9962093234062195
11,0.9953274130821228
12,0.9943135976791382
13,0.9933462738990784
14,0.9923603534698486
15,0.9913358688354492
16,0.9901592135429382
17,0.9890156984329224
18,0.9876748919487
19,0.9861156344413757
20,0.9842463731765747
21,0.9817819595336914
22,0.9788547158241272
23,0.9748797416687012
24,0.9710325002670288
25,0.9654766321182251
26,0.9595593214035034
27,0.9527745246887207
28,0.9462539553642273
29,0.9389595985412598
30,0.9326866269111633
31,0.9263365268707275
32,0.9210646748542786
33,0.9160099625587463
34,0.9121562838554382
35,0.907826840877533
36,0.904528021812439
37,0.9009930491447449
38,0.8983312845230103
39,0.896127462387085
40,0.8935535550117493
41,0.891431450843811
42,0.8898613452911377
43,0.8884942531585693
44,0.8863568305969238
45,0.8850165009498596
46,0.8837718367576599
47,0.8821818232536316
48,0.8809959292411804
49,0.8797087073326111
50,0.8787376284599304
