class_label,epoch,accuracy,loss
2,1,0.881147563457489,0.4228380024433136
2,2,0.881147563457489,0.3348411321640014
2,3,0.881147563457489,0.3026771545410156
2,4,0.881147563457489,0.2925784885883331
2,5,0.881147563457489,0.2902980744838714
2,6,0.881147563457489,0.2893218398094177
2,7,0.881147563457489,0.2879881858825683
2,8,0.881147563457489,0.287283331155777
2,9,0.881147563457489,0.2860147058963775
2,10,0.881147563457489,0.2863542735576629
2,11,0.881147563457489,0.2851306796073913
2,12,0.881147563457489,0.2840884327888489
2,13,0.881147563457489,0.2832870483398437
2,14,0.881147563457489,0.2834441661834717
2,15,0.881147563457489,0.2828627526760101
2,16,0.881147563457489,0.2825175821781158
2,17,0.881147563457489,0.282270222902298
2,18,0.881147563457489,0.282840222120285
2,19,0.881147563457489,0.2818558514118194
2,20,0.881147563457489,0.2814666330814361
2,21,0.881147563457489,0.28082937002182
2,22,0.881147563457489,0.280754953622818
2,23,0.881147563457489,0.2823629677295685
2,24,0.881147563457489,0.2815812230110168
2,25,0.881147563457489,0.2801009714603424
2,26,0.881147563457489,0.2802754640579223
2,27,0.881147563457489,0.2797553837299347
2,28,0.881147563457489,0.2800320386886596
2,29,0.881147563457489,0.279862105846405
2,30,0.881147563457489,0.2795090973377228
2,31,0.881147563457489,0.2785743474960327
2,32,0.881147563457489,0.2784244120121002
2,33,0.881147563457489,0.278752863407135
2,34,0.881147563457489,0.2784152328968048
2,35,0.881147563457489,0.2785162627696991
2,36,0.881147563457489,0.2793735861778259
2,37,0.881147563457489,0.2776863276958465
2,38,0.881147563457489,0.2790653109550476
2,39,0.881147563457489,0.279729813337326
2,40,0.881147563457489,0.2787525951862335
2,41,0.881147563457489,0.2779167592525482
2,42,0.881147563457489,0.2783875167369842
2,43,0.881147563457489,0.2778390645980835
2,44,0.881147563457489,0.2775662541389465
2,45,0.881147563457489,0.2775866985321045
2,46,0.881147563457489,0.2766338586807251
2,47,0.881147563457489,0.2766831219196319
2,48,0.881147563457489,0.2772184312343597
2,49,0.881147563457489,0.2767280340194702
2,50,0.881147563457489,0.2768552005290985
