epoch,accuracy,loss
1,0.6352459192276001,0.6541589498519897
2,0.881147563457489,0.4812624156475067
3,0.881147563457489,0.3928820788860321
4,0.881147563457489,0.33888065814971924
5,0.881147563457489,0.3108820617198944
6,0.881147563457489,0.2995506227016449
7,0.881147563457489,0.29346784949302673
8,0.881147563457489,0.29100725054740906
9,0.881147563457489,0.2900010645389557
10,0.881147563457489,0.2882806360721588
11,0.881147563457489,0.2869674861431122
12,0.881147563457489,0.2865048050880432
13,0.881147563457489,0.28504887223243713
14,0.881147563457489,0.28466662764549255
15,0.881147563457489,0.2838052213191986
16,0.881147563457489,0.283152312040329
17,0.881147563457489,0.2825431823730469
18,0.881147563457489,0.2816396653652191
19,0.881147563457489,0.28177115321159363
20,0.881147563457489,0.2810662090778351
21,0.881147563457489,0.2801390290260315
22,0.881147563457489,0.27971524000167847
23,0.881147563457489,0.27914634346961975
24,0.881147563457489,0.27895209193229675
25,0.881147563457489,0.2783227264881134
26,0.881147563457489,0.27824509143829346
27,0.881147563457489,0.2781009078025818
28,0.881147563457489,0.27732160687446594
29,0.881147563457489,0.2774030566215515
30,0.881147563457489,0.27793559432029724
31,0.881147563457489,0.2767728269100189
32,0.881147563457489,0.27891379594802856
33,0.881147563457489,0.27602314949035645
34,0.881147563457489,0.27555975317955017
35,0.881147563457489,0.27533474564552307
36,0.881147563457489,0.27574607729911804
37,0.881147563457489,0.2751060128211975
38,0.881147563457489,0.2751148045063019
39,0.881147563457489,0.27618977427482605
40,0.881147563457489,0.2750861644744873
41,0.881147563457489,0.27438491582870483
42,0.881147563457489,0.27469608187675476
43,0.881147563457489,0.27443283796310425
44,0.881147563457489,0.27352097630500793
45,0.881147563457489,0.27351781725883484
46,0.881147563457489,0.27341216802597046
47,0.881147563457489,0.27365463972091675
48,0.881147563457489,0.27351000905036926
49,0.881147563457489,0.2737905979156494
50,0.881147563457489,0.2734825909137726
