epoch,loss
1,1.151254653930664
2,1.046067476272583
3,1.0153932571411133
4,1.0089181661605835
5,1.0059635639190674
6,1.0045182704925537
7,1.0035557746887207
8,1.0028475522994995
9,1.0018188953399658
10,1.000830054283142
11,0.9994484782218933
12,0.9978098273277283
13,0.9956119656562805
14,0.9925656318664551
15,0.9890673160552979
16,0.9842821955680847
17,0.9776293635368347
18,0.9690742492675781
19,0.9578340649604797
20,0.9436606764793396
21,0.9290315508842468
22,0.9106472134590149
23,0.8956460952758789
24,0.8832269906997681
25,0.8733877539634705
26,0.8659406900405884
27,0.8612287044525146
28,0.8577101230621338
29,0.8539440035820007
30,0.851422131061554
31,0.8490068316459656
32,0.8469021916389465
33,0.8454299569129944
34,0.8431376814842224
35,0.8419414758682251
36,0.8397718667984009
37,0.8384861946105957
38,0.8370506167411804
39,0.8352119326591492
40,0.8335533738136292
41,0.8316159248352051
42,0.8296839594841003
43,0.8277567625045776
44,0.8257207870483398
45,0.8232782483100891
46,0.8207045793533325
47,0.8172845840454102
48,0.8146865367889404
49,0.8110958933830261
50,0.8069698214530945
