feature,feature_name,max_abs_weight_score
F2,feature_2,1.7670462131500244
F11,feature_12,1.259146809577942
F55,feature_56,1.2271827459335327
F13,feature_14,1.1293601989746094
F1,feature_1,1.073740839958191
F18,feature_19,1.0166361331939697
F49,feature_50,0.9330521821975708
F15,feature_16,0.9166996479034424
F59,feature_60,0.8607516288757324
F28,feature_29,0.8430445194244385
F19,feature_20,0.8331801295280457
F23,feature_24,0.831530749797821
F10,feature_11,0.8171603083610535
F14,feature_15,0.8147091269493103
F67,feature_68,0.812542736530304
F52,feature_53,0.8007882833480835
F12,feature_13,0.7943217158317566
F64,feature_65,0.7604234218597412
F54,feature_55,0.733609139919281
F29,feature_30,0.7325113415718079
F60,feature_61,0.7319918274879456
F50,feature_51,0.7131649851799011
F42,feature_43,0.7122097015380859
F9,feature_10,0.6866908669471741
F44,feature_45,0.6784629225730896
F35,feature_36,0.6690407991409302
F8,feature_9,0.6687896847724915
F36,feature_37,0.665377676486969
F63,feature_64,0.6650300621986389
F46,feature_47,0.6564105153083801
F25,feature_26,0.6489756107330322
F20,feature_21,0.648918092250824
F61,feature_62,0.641947329044342
F39,feature_40,0.6340533494949341
F34,feature_35,0.613248884677887
F31,feature_32,0.6118475198745728
F41,feature_42,0.6073373556137085
F6,feature_7,0.596001148223877
F33,feature_34,0.5933547616004944
F51,feature_52,0.5901333093643188
F7,feature_8,0.5857805013656616
