epoch,accuracy,loss
1,0.5802469253540039,0.6941853165626526
2,0.6296296119689941,0.6882281303405762
3,0.6172839403152466,0.6848108172416687
4,0.6296296119689941,0.679379403591156
5,0.6296296119689941,0.675221860408783
6,0.6234567761421204,0.6735221743583679
7,0.6296296119689941,0.6694419980049133
8,0.6296296119689941,0.6661332845687866
9,0.6296296119689941,0.6624436974525452
10,0.6296296119689941,0.660462498664856
11,0.6358024477958679,0.6579766869544983
12,0.6358024477958679,0.6551551818847656
13,0.6358024477958679,0.6522908210754395
14,0.6358024477958679,0.6513016819953918
15,0.6358024477958679,0.6471555233001709
16,0.6358024477958679,0.6471121311187744
17,0.6358024477958679,0.6455109119415283
18,0.6358024477958679,0.6446283459663391
19,0.6358024477958679,0.6442506313323975
20,0.6358024477958679,0.6436342000961304
21,0.6296296119689941,0.640608549118042
22,0.6296296119689941,0.6423081159591675
23,0.6296296119689941,0.6421043872833252
24,0.6296296119689941,0.64057457447052
25,0.6296296119689941,0.6400940418243408
26,0.6296296119689941,0.6400300860404968
27,0.6296296119689941,0.639765739440918
28,0.6296296119689941,0.6399208903312683
29,0.6358024477958679,0.6419439315795898
30,0.6358024477958679,0.6406081318855286
31,0.6358024477958679,0.6392202377319336
32,0.6296296119689941,0.6397155523300171
33,0.6358024477958679,0.6398383975028992
34,0.6358024477958679,0.6401423811912537
35,0.6296296119689941,0.6395187973976135
36,0.6296296119689941,0.6420181393623352
37,0.6358024477958679,0.639904797077179
38,0.6296296119689941,0.6397926807403564
39,0.6296296119689941,0.6403332948684692
40,0.6296296119689941,0.6407371163368225
41,0.6296296119689941,0.6394517421722412
42,0.6296296119689941,0.6390911340713501
43,0.6296296119689941,0.6387324333190918
44,0.6358024477958679,0.6388181447982788
45,0.6358024477958679,0.639508843421936
46,0.6358024477958679,0.6394497752189636
47,0.6358024477958679,0.6404538750648499
48,0.6358024477958679,0.6417088508605957
49,0.6358024477958679,0.639987587928772
50,0.6358024477958679,0.6428940892219543
