epoch,loss,val_loss
1,1.0723907947540283,0.9715840220451355
2,1.0041507482528687,0.9645079970359802
3,0.9960668087005615,0.9587662220001221
4,0.9890227317810059,0.9521374702453613
5,0.9805648922920227,0.9433943033218384
6,0.9687713980674744,0.9308868050575256
7,0.9521770477294922,0.9153199195861816
8,0.9335538744926453,0.901086151599884
9,0.9180396795272827,0.8912282586097717
10,0.9075039029121399,0.8852087259292603
11,0.9010271430015564,0.8816579580307007
12,0.896875262260437,0.8793003559112549
13,0.8940245509147644,0.8773965835571289
14,0.8918855786323547,0.8757001757621765
15,0.8901392221450806,0.8741211295127869
16,0.8885560631752014,0.8724764585494995
17,0.8869763612747192,0.870703935623169
18,0.8853089213371277,0.8689059019088745
19,0.883435845375061,0.8668889999389648
20,0.88111412525177,0.8643323183059692
21,0.8780773878097534,0.8608954548835754
22,0.8738192319869995,0.8560603260993958
23,0.8681845664978027,0.8497756123542786
24,0.8612185120582581,0.8428905010223389
25,0.8536821603775024,0.8370282649993896
26,0.8471156358718872,0.8324594497680664
27,0.8414363265037537,0.8278231620788574
28,0.8361238837242126,0.8227197527885437
29,0.8303712010383606,0.8166290521621704
30,0.8239910006523132,0.8098840713500977
31,0.8155724406242371,0.8006446361541748
32,0.8062281608581543,0.7893405556678772
33,0.7958940863609314,0.7801191210746765
34,0.786881148815155,0.7731091380119324
35,0.7797603607177734,0.764989972114563
36,0.7735826969146729,0.7602949142456055
37,0.7695512175559998,0.7572470903396606
38,0.7665561437606812,0.7549512982368469
39,0.7641164660453796,0.7530248165130615
40,0.7619897127151489,0.7510267496109009
41,0.7589060068130493,0.7474741339683533
42,0.7563295960426331,0.7454638481140137
43,0.7544445395469666,0.743901252746582
44,0.7528290152549744,0.7424548268318176
45,0.7513062357902527,0.7410061359405518
46,0.749769389629364,0.7386925220489502
47,0.7479974031448364,0.7357773780822754
48,0.7463720440864563,0.7340011596679688
49,0.7446865439414978,0.7305440902709961
50,0.7415331602096558,0.7280570268630981
