epoch,loss
1,1.1883772611618042
2,1.090857744216919
3,1.0374659299850464
4,1.0151528120040894
5,1.00503671169281
6,0.9999219179153442
7,0.9971199631690979
8,0.9951108694076538
9,0.9936776757240295
10,0.9924384355545044
11,0.9914541244506836
12,0.9903917908668518
13,0.9893732666969299
14,0.9883037805557251
15,0.9871225357055664
16,0.98614501953125
17,0.9847962856292725
18,0.9834193587303162
19,0.9820210933685303
20,0.9809961318969727
21,0.9798867702484131
22,0.978873074054718
23,0.9774675965309143
24,0.9762040972709656
25,0.9754468202590942
26,0.9736871719360352
27,0.9724776744842529
28,0.9711652994155884
29,0.969539999961853
30,0.9678932428359985
31,0.9663858413696289
32,0.9642491936683655
33,0.9624338746070862
34,0.9601122140884399
35,0.95725417137146
36,0.9539084434509277
37,0.9505589008331299
38,0.9465893507003784
39,0.9427066445350647
40,0.938242495059967
41,0.9333034753799438
42,0.9286594986915588
43,0.9237823486328125
44,0.9191721081733704
45,0.9147061705589294
46,0.9102585315704346
47,0.9063342809677124
48,0.9025252461433411
49,0.8991696238517761
50,0.8956324458122253
