feature,weight_list
F1,"[0.10511400363378158, 0.25016464756663565, 0.0005220897622119321, 0.34490630254430543, 0.23516407987008317, 0.14263474211085722, 0.3124240059606992, 0.33110138498344244, 0.11186398944059422, 0.09448627536777385, 0.49862009070672497, 0.12901178737032387, 0.13092743303693277, 0.026315938853716067, 0.012233024078709312, 0.16314225240129282]"
F2,"[0.41735638442301715, 0.2740834563615607, 0.25419120095634634, 0.38906101797533427, 0.3455586920861779, 0.47743550653026734, 0.3288098819921188, 0.24131461865536918, 0.28842912489147987, 0.22649296918557843, 0.18585056831895402, 0.11006427647105833, 0.0823809529396998, 0.06600001128769471, 0.17376573290769226, 0.41576844871005164]"
F3,"[0.13744509158020524, 0.1691795907591046, 0.022684248897688636, 0.02393034468343954, 0.2038015034984387, 0.02605813112231878, 0.2093820397378519, 0.35595797506961163, 0.36555418642717824, 0.20304938346904727, 0.1593320289763748, 0.16148548123693254, 0.4781511007796179, 0.11504086866353001, 0.005034464649379079, 0.273794012893315]"
F4,"[0.2605985983928641, 0.10096308534774472, 0.05936497364370223, 0.04905677825540259, 0.21029976713405557, 0.26434112688154, 0.2571499327425051, 0.21833441226285838, 0.11958383628148245, 0.09062171656838945, 0.40370790072756657, 0.25162807785877367, 0.2338784426809435, 0.1837981607576563, 0.028813074047778744, 0.17786060453247185]"
F5,"[0.07889313986174229, 0.30251505352802466, 0.17280464127558573, 0.15603110004100781, 0.2975542764313236, 0.10439514100008303, 0.06646884888822813, 0.18446888361268116, 0.25002050713123714, 0.32049761096843243, 0.08721930902552143, 0.2112223970138147, 0.4536147829312917, 0.048060608693475546, 0.08785758490604155, 0.20206265742414817]"
F6,"[0.1684807406773087, 0.41127086566799076, 0.4167664048282894, 0.2035502772786378, 0.2934685488048534, 0.3052982029283983, 0.4310014072510536, 0.052760456132806284, 0.11667898034988364, 0.2349671540682983, 0.10726827041511561, 0.23727790382236588, 0.16015149785486807, 0.2901480338178076, 0.3733314616109102, 0.13818433699202456]"
F7,"[0.49022392470393805, 0.17138657292514634, 0.11857029066056729, 0.3991671043021379, 0.41176832949634157, 0.05452077113549915, 0.09261022631260098, 0.2655429486644779, 0.20807799240083022, 0.14869314816265866, 0.4824702085768377, 0.00787928384535036, 0.5391251338903983, 0.19527431130113326, 0.3676692541378328, 0.431473889539337]"
F8,"[0.028795458951299067, 0.05953921970413207, 0.10195142722927326, 0.08422594012227985, 0.25236131234016534, 0.32127269871843944, 0.1671618930667345, 0.11527421337292931, 0.011189264379912972, 0.32444256520119436, 0.17075685710114763, 0.5113273148872486, 0.37409808089857777, 0.07025594121687267, 0.45569857761307286, 0.16837624843511215]"
F9,"[0.39985129148487114, 0.26037977846990346, 0.46922694825709993, 0.007665959554837642, 0.13361470770818268, 0.2199690502280759, 0.17412054766990104, 0.16468591504164926, 0.04050815975976454, 0.2016856457757135, 0.6743955891281284, 0.20336378209240136, 0.08032551580317532, 0.25311928572491105, 0.012506081924865462, 0.39393737163221554]"
F10,"[0.222425643439028, 0.052624748683443676, 0.05115216925245213, 0.3560429153041324, 0.13717913685841424, 0.17593960718575244, 0.2702632280243996, 0.3995613753797902, 0.3969548347284332, 0.10036966874159711, 0.18914963247051275, 0.192272526093789, 0.35402030975824955, 0.20435688609797648, 0.1948039256955873, 0.2008813649158518]"
F11,"[0.1859305894833211, 0.000969485259734355, 0.382996786011218, 0.43135991070016394, 0.3862404621110496, 0.3285755882941617, 0.3632449775691512, 0.09944785776742301, 0.1806461385945467, 0.08760364400695596, 0.09201158056159918, 0.027180647760650076, 0.0019286762686276588, 0.22558534505486563, 0.10220711779619752, 0.25757383391846683]"
F12,"[0.07050285906042644, 0.2073979233974376, 0.168981200987236, 0.18777620098889874, 0.026839149637489068, 0.14563466990582521, 0.040557239625265695, 0.14664676124689469, 0.0807487562604252, 0.06792856113439807, 0.14446106317146862, 0.1784557523077493, 0.038861406255418125, 0.08809061946112763, 0.03502501810587525, 0.1834945968285297]"
F13,"[0.07422797485366615, 0.12705601666243396, 0.35082537902649424, 0.3466642178428701, 0.11232304867644406, 0.0006601220192211913, 0.4329729754301816, 0.19473215919452413, 0.1884833837276114, 0.1238232294858821, 0.10371441843235421, 0.21472995515093904, 0.17991435463187921, 0.21290685162768172, 0.3173587233041365, 0.14270326929226262]"
