class_label,epoch,accuracy,loss
3,1,0.7868852615356445,0.6305181384086609
3,2,0.8852459192276001,0.4940077364444732
3,3,0.8852459192276001,0.4011432230472564
3,4,0.8852459192276001,0.3399380147457123
3,5,0.8852459192276001,0.3022471368312835
3,6,0.8852459192276001,0.2847122251987457
3,7,0.8852459192276001,0.27724289894104
3,8,0.8852459192276001,0.2730160653591156
3,9,0.8852459192276001,0.2712873816490173
3,10,0.8852459192276001,0.2693689167499542
3,11,0.8852459192276001,0.2681571841239929
3,12,0.8852459192276001,0.267545610666275
3,13,0.8852459192276001,0.2670998573303222
3,14,0.8852459192276001,0.2663555741310119
3,15,0.8852459192276001,0.2656868696212768
3,16,0.8852459192276001,0.2657636106014251
3,17,0.8852459192276001,0.2652409970760345
3,18,0.8852459192276001,0.2651362717151642
3,19,0.8852459192276001,0.2653982043266296
3,20,0.8852459192276001,0.2649148404598236
3,21,0.8852459192276001,0.2643844783306122
3,22,0.8852459192276001,0.2642476558685303
3,23,0.8852459192276001,0.2640795409679413
3,24,0.8852459192276001,0.263644129037857
3,25,0.8852459192276001,0.2638220191001892
3,26,0.8852459192276001,0.2637874782085418
3,27,0.8852459192276001,0.2641683220863342
3,28,0.8852459192276001,0.2637470960617065
3,29,0.8852459192276001,0.2640599012374878
3,30,0.8852459192276001,0.2634279131889343
3,31,0.8852459192276001,0.2630453407764435
3,32,0.8852459192276001,0.2631522417068481
3,33,0.8852459192276001,0.2631144821643829
3,34,0.8852459192276001,0.263649433851242
3,35,0.8852459192276001,0.2628078162670135
3,36,0.8852459192276001,0.2630102336406708
3,37,0.8852459192276001,0.2631132304668426
3,38,0.8852459192276001,0.2633883357048034
3,39,0.8852459192276001,0.2628441452980041
3,40,0.8852459192276001,0.2627398669719696
3,41,0.8852459192276001,0.2625890970230102
3,42,0.8852459192276001,0.2638706862926483
3,43,0.8852459192276001,0.262507289648056
3,44,0.8852459192276001,0.2635014951229095
3,45,0.8852459192276001,0.2624371945858001
3,46,0.8852459192276001,0.2630922794342041
3,47,0.8852459192276001,0.2626299858093261
3,48,0.8852459192276001,0.2624008655548095
3,49,0.8852459192276001,0.262323796749115
3,50,0.8852459192276001,0.2620328366756439
