epoch,loss
1,1.1592276096343994
2,1.0466164350509644
3,1.014253854751587
4,1.0040122270584106
5,1.0002694129943848
6,0.9984891414642334
7,0.9969436526298523
8,0.9957823157310486
9,0.9946460127830505
10,0.993556797504425
11,0.9923322796821594
12,0.9908355474472046
13,0.9891446232795715
14,0.9872703552246094
15,0.984569787979126
16,0.9811301231384277
17,0.9763961434364319
18,0.9711002111434937
19,0.9644633531570435
20,0.9562589526176453
21,0.9473957419395447
22,0.9379782676696777
23,0.9275634288787842
24,0.9181005954742432
25,0.9087204337120056
26,0.9006227254867554
27,0.8952867984771729
28,0.8900847434997559
29,0.8859948515892029
30,0.8831789493560791
31,0.8792077898979187
32,0.8764484524726868
33,0.8741844296455383
34,0.8724712133407593
35,0.8698687553405762
36,0.8682495951652527
37,0.8666085004806519
38,0.8652178049087524
39,0.8636535406112671
40,0.8618599772453308
41,0.860605001449585
42,0.8594538569450378
43,0.8582308292388916
44,0.8571558594703674
45,0.8559718728065491
46,0.8547464609146118
47,0.85367351770401
48,0.8522918820381165
49,0.8510563373565674
50,0.8499274253845215
