epoch,loss
1,1.1736385822296143
2,1.0612680912017822
3,1.0174598693847656
4,1.0077035427093506
5,1.0031201839447021
6,1.0009878873825073
7,0.9997187256813049
8,0.9989973306655884
9,0.9982858896255493
10,0.9975395798683167
11,0.996849775314331
12,0.9961012005805969
13,0.9950622916221619
14,0.9937509894371033
15,0.9919241070747375
16,0.9896171689033508
17,0.9869320392608643
18,0.9836807250976562
19,0.9795834422111511
20,0.9742038249969482
21,0.9683027863502502
22,0.9613518714904785
23,0.9533631801605225
24,0.945234477519989
25,0.9380130171775818
26,0.9297581315040588
27,0.9232364892959595
28,0.918087363243103
29,0.9131744503974915
30,0.9087763428688049
31,0.9058985114097595
32,0.9032301902770996
33,0.9009404182434082
34,0.8992018699645996
35,0.8965417146682739
36,0.8949525952339172
37,0.8916992545127869
38,0.8892761468887329
39,0.8875296115875244
40,0.8855735063552856
41,0.8838847875595093
42,0.8824148774147034
43,0.8810029029846191
44,0.87908935546875
45,0.8782890439033508
46,0.8767474293708801
47,0.8758165836334229
48,0.8745316863059998
49,0.8732113242149353
50,0.8719944953918457
