epoch,loss
1,1.1398248672485352
2,1.0559276342391968
3,1.0308929681777954
4,1.0229310989379883
5,1.0189815759658813
6,1.017335295677185
7,1.015872597694397
8,1.0148683786392212
9,1.013926386833191
10,1.0131373405456543
11,1.0122575759887695
12,1.0113164186477661
13,1.0101566314697266
14,1.008629322052002
15,1.0068647861480713
16,1.0049760341644287
17,1.0016602277755737
18,0.9977104663848877
19,0.9914456009864807
20,0.9842993021011353
21,0.9758105278015137
22,0.9666612148284912
23,0.9578256607055664
24,0.9492647051811218
25,0.9418097734451294
26,0.935326337814331
27,0.9297801852226257
28,0.9238510131835938
29,0.9189392328262329
30,0.9153946042060852
31,0.9111759662628174
32,0.9072004556655884
33,0.9044057726860046
34,0.901738166809082
35,0.8993309140205383
36,0.8971232175827026
37,0.8954890370368958
38,0.8934231400489807
39,0.8918640613555908
40,0.8901357650756836
41,0.8890554308891296
42,0.887380063533783
43,0.8859719634056091
44,0.8846229314804077
45,0.8830392360687256
46,0.8817256093025208
47,0.8800098896026611
48,0.8784761428833008
49,0.8761383295059204
50,0.8746600151062012
