class_label,epoch,accuracy,loss
4,1,0.6639344096183777,0.6318764686584473
4,2,0.9549180269241332,0.4377294480800628
4,3,0.9549180269241332,0.3164421319961548
4,4,0.9549180269241332,0.2418081909418106
4,5,0.9549180269241332,0.1941467076539993
4,6,0.9549180269241332,0.1654689908027649
4,7,0.9549180269241332,0.1482855528593063
4,8,0.9549180269241332,0.1382580995559692
4,9,0.9549180269241332,0.1318855434656143
4,10,0.9549180269241332,0.1285949349403381
4,11,0.9549180269241332,0.1265533119440078
4,12,0.9549180269241332,0.1255589574575424
4,13,0.9549180269241332,0.1255320161581039
4,14,0.9549180269241332,0.1247872337698936
4,15,0.9549180269241332,0.1244662776589393
4,16,0.9549180269241332,0.1241722628474235
4,17,0.9549180269241332,0.1242328956723213
4,18,0.9549180269241332,0.1241368278861045
4,19,0.9549180269241332,0.1237068101763725
4,20,0.9549180269241332,0.1233718320727348
4,21,0.9549180269241332,0.1238749474287033
4,22,0.9549180269241332,0.1233765929937362
4,23,0.9549180269241332,0.12310591340065
4,24,0.9549180269241332,0.1228058114647865
4,25,0.9549180269241332,0.1228250861167907
4,26,0.9549180269241332,0.1229981034994125
4,27,0.9549180269241332,0.1227041259407997
4,28,0.9549180269241332,0.1224853172898292
4,29,0.9549180269241332,0.1225034967064857
4,30,0.9549180269241332,0.1226169466972351
4,31,0.9549180269241332,0.1222067475318908
4,32,0.9549180269241332,0.1224624663591384
4,33,0.9549180269241332,0.122382253408432
4,34,0.9549180269241332,0.1223822385072708
4,35,0.9549180269241332,0.122299700975418
4,36,0.9549180269241332,0.1221233010292053
4,37,0.9549180269241332,0.121942363679409
4,38,0.9549180269241332,0.122012086212635
4,39,0.9549180269241332,0.1219857782125473
4,40,0.9549180269241332,0.1219285577535629
4,41,0.9549180269241332,0.1221294924616813
4,42,0.9549180269241332,0.1220858767628669
4,43,0.9549180269241332,0.122009240090847
4,44,0.9549180269241332,0.1218641623854637
4,45,0.9549180269241332,0.1215718984603881
4,46,0.9549180269241332,0.1213400289416313
4,47,0.9549180269241332,0.1215433105826377
4,48,0.9549180269241332,0.1220121532678604
4,49,0.9549180269241332,0.1215386241674423
4,50,0.9549180269241332,0.122069127857685
