epoch,loss
1,1.1243751049041748
2,1.0445921421051025
3,1.023320198059082
4,1.0180776119232178
5,1.0152766704559326
6,1.013672113418579
7,1.0123317241668701
8,1.0112385749816895
9,1.0100704431533813
10,1.0088436603546143
11,1.0075616836547852
12,1.0058717727661133
13,1.0036470890045166
14,1.000848650932312
15,0.9962869882583618
16,0.989447832107544
17,0.9803906679153442
18,0.9702067971229553
19,0.9567822813987732
20,0.9452434182167053
21,0.9348961710929871
22,0.9245538711547852
23,0.9151495099067688
24,0.9065500497817993
25,0.9011462926864624
26,0.8967663049697876
27,0.8928314447402954
28,0.889874279499054
29,0.8873172402381897
30,0.8849799633026123
31,0.8827685713768005
32,0.8813454508781433
33,0.8801090121269226
34,0.8779789209365845
35,0.8768453001976013
36,0.8755789399147034
37,0.8742356896400452
38,0.8731727600097656
39,0.872043788433075
40,0.8704601526260376
41,0.8693594336509705
42,0.8680700063705444
43,0.8672592639923096
44,0.8663815259933472
45,0.8652007579803467
46,0.8639552593231201
47,0.8628602623939514
48,0.8616436123847961
49,0.8609834313392639
50,0.8596533536911011
