class_label,epoch,accuracy,loss
4,1,0.9098360538482666,0.4921288192272186
4,2,0.9549180269241332,0.3203218281269073
4,3,0.9549180269241332,0.2282122075557708
4,4,0.9549180269241332,0.1798695027828216
4,5,0.9549180269241332,0.1541151255369186
4,6,0.9549180269241332,0.1413479149341583
4,7,0.9549180269241332,0.1347037702798843
4,8,0.9549180269241332,0.1322047859430313
4,9,0.9549180269241332,0.1307491958141327
4,10,0.9549180269241332,0.1306071132421493
4,11,0.9549180269241332,0.129876896739006
4,12,0.9549180269241332,0.1291256994009018
4,13,0.9549180269241332,0.1291315704584121
4,14,0.9549180269241332,0.1286502033472061
4,15,0.9549180269241332,0.128046303987503
4,16,0.9549180269241332,0.1278121471405029
4,17,0.9549180269241332,0.1277862638235092
4,18,0.9549180269241332,0.1276387572288513
4,19,0.9549180269241332,0.1271641552448272
4,20,0.9549180269241332,0.1274121403694152
4,21,0.9549180269241332,0.1266451627016067
4,22,0.9549180269241332,0.1263922452926635
4,23,0.9549180269241332,0.1266010254621505
4,24,0.9549180269241332,0.1259291172027588
4,25,0.9549180269241332,0.126012235879898
4,26,0.9549180269241332,0.1257699877023697
4,27,0.9549180269241332,0.1253558844327926
4,28,0.9549180269241332,0.1254695504903793
4,29,0.9549180269241332,0.1255661100149154
4,30,0.9549180269241332,0.1250966787338256
4,31,0.9549180269241332,0.1249710172414779
4,32,0.9549180269241332,0.1251172572374344
4,33,0.9549180269241332,0.1252566128969192
4,34,0.9549180269241332,0.1248558014631271
4,35,0.9549180269241332,0.124347873032093
4,36,0.9549180269241332,0.1242631673812866
4,37,0.9549180269241332,0.1251425296068191
4,38,0.9549180269241332,0.1239013224840164
4,39,0.9549180269241332,0.1242389902472496
4,40,0.9549180269241332,0.1245100647211074
4,41,0.9549180269241332,0.1237886026501655
4,42,0.9549180269241332,0.1238911673426628
4,43,0.9549180269241332,0.1235605925321579
4,44,0.9549180269241332,0.1238089203834533
4,45,0.9549180269241332,0.1234907805919647
4,46,0.9549180269241332,0.1236684620380401
4,47,0.9549180269241332,0.1233696192502975
4,48,0.9549180269241332,0.1230197548866272
4,49,0.9549180269241332,0.1230392083525657
4,50,0.9549180269241332,0.1237953156232833
