DS,AL,NOF,ET,ER,ER_STD,ER_CI_1,ER_CI_2,CORR,CORR_STD,CORR_CI_1,CORR_CI_2,REGRESSION_MODEL,KMEANS_REGRESSION_CLUSTERS,KMEANS_REGRESSION_N_INIT,repeat_runs,feature_percent,runs_csv_path
AIR,FeatureRank,4,11.347248499980196,0.15533059345790104,0.0,0.15533059345790104,0.15533059345790104,0.6248683334144766,0.0,0.6248683334144766,0.6248683334144766,neural,,,1,30.0,outputs/Regression/air_data/metrics/top_30_regression_runs.csv
