epoch,accuracy,loss
1,0.5073770463466645,0.692168527841568
2,0.8672131180763245,0.5300091564655304
3,0.8778688549995423,0.43232362866401675
4,0.8803278684616089,0.37909920811653136
5,0.8795081973075867,0.34905884563922884
6,0.8795081973075867,0.3324400961399078
7,0.8795081973075867,0.32219189703464507
8,0.8795081973075867,0.31601212322711947
9,0.8795081973075867,0.3124240338802337
10,0.8795081973075867,0.3097996324300766
11,0.8795081973075867,0.3083932846784591
12,0.8795081973075867,0.3072267919778824
13,0.8795081973075867,0.30575906336307523
14,0.8795081973075867,0.3051828593015671
15,0.8795081973075867,0.30441801548004144
16,0.8786885261535644,0.30285883545875547
17,0.8795081973075867,0.30401372015476225
18,0.8795081973075867,0.3022607624530792
19,0.8795081973075867,0.3013202369213104
20,0.8795081973075867,0.3009180665016174
21,0.8795081973075867,0.3008467942476272
22,0.8795081973075867,0.3003524422645568
23,0.8795081973075867,0.2995388716459274
24,0.8795081973075867,0.2993385314941406
25,0.8795081973075867,0.29889481067657464
26,0.8786885261535644,0.29871664941310877
27,0.8795081973075867,0.29908553659915926
28,0.8795081973075867,0.29858247935771937
29,0.8795081973075867,0.2984188586473465
30,0.8811475396156311,0.29700163006782526
31,0.8795081973075867,0.29686200916767114
32,0.8811475396156311,0.29653371274471285
33,0.8795081973075867,0.29608148038387294
34,0.8795081973075867,0.2964989393949508
35,0.8803278684616089,0.29581026583909986
36,0.8811475396156311,0.2956166923046112
37,0.8795081973075867,0.29575207531452175
38,0.8795081973075867,0.29500317871570586
39,0.8811475396156311,0.29518874138593676
40,0.8803278684616089,0.29525376260280606
41,0.8811475396156311,0.2950756445527076
42,0.8786885261535644,0.29528547376394265
43,0.8795081973075867,0.29464214146137235
44,0.8811475396156311,0.29427835345268244
45,0.8795081973075867,0.29478770494461054
46,0.8795081973075867,0.294696044921875
47,0.8803278684616089,0.2941669195890427
48,0.8803278684616089,0.29458431601524354
49,0.8803278684616089,0.2943105742335319
50,0.8803278684616089,0.2940404444932937
