epoch,accuracy,loss
1,0.8106557488441467,0.5569143533706665
2,0.8442623019218445,0.46228288412094115
3,0.8598360657691956,0.4028912544250488
4,0.8721311450004577,0.3665655553340912
5,0.8754098415374756,0.3462713181972504
6,0.87704918384552,0.3328795224428177
7,0.8778688549995423,0.32477469742298126
8,0.8786885261535644,0.3202019393444061
9,0.8811475396156311,0.3159918069839477
10,0.8811475396156311,0.31380241811275483
11,0.8811475396156311,0.31201004087924955
12,0.8811475396156311,0.31043501198291773
13,0.8811475396156311,0.30940793156623836
14,0.8803278684616089,0.307468980550766
15,0.8811475396156311,0.3068788886070251
16,0.8811475396156311,0.3054797530174255
17,0.8811475396156311,0.3047201037406921
18,0.8811475396156311,0.3035639554262161
19,0.8811475396156311,0.3031585603952408
20,0.8811475396156311,0.30243096649646756
21,0.8811475396156311,0.3014406591653824
22,0.8811475396156311,0.3015853583812714
23,0.8811475396156311,0.3007175713777542
24,0.8811475396156311,0.3008756935596466
25,0.8811475396156311,0.29942184686660767
26,0.8811475396156311,0.2991363197565079
27,0.8811475396156311,0.2991164565086365
28,0.8811475396156311,0.2983192652463913
29,0.8811475396156311,0.2978700667619705
30,0.8811475396156311,0.2981566190719604
31,0.8811475396156311,0.2970223635435104
32,0.8811475396156311,0.29701756238937377
33,0.8811475396156311,0.29681851863861086
34,0.8811475396156311,0.2968254715204238
35,0.8811475396156311,0.29599763453006744
36,0.8811475396156311,0.2957267791032791
37,0.8819672107696533,0.2957552403211593
38,0.8811475396156311,0.2953179895877838
39,0.8819672107696533,0.29521494805812837
40,0.8819672107696533,0.29479078948497767
41,0.8819672107696533,0.29417003989219664
42,0.8819672107696533,0.2949100583791733
43,0.8819672107696533,0.2937634944915771
44,0.8819672107696533,0.29386736750602716
45,0.8819672107696533,0.2934051275253296
46,0.8819672107696533,0.29385084509849546
47,0.8811475396156311,0.2933614373207092
48,0.8827868819236755,0.2931276708841324
49,0.8819672107696533,0.2933597892522812
50,0.8819672107696533,0.2932536393404007
